7;0.27;0.36;20.7;0.045;45;170;1.001;3;0.45;8.8;6
6.3;0.3;0.34;1.6;0.049;14;132;0.994;3.3;0.49;9.5;6
8.1;0.28;0.4;6.9;0.05;30;97;0.9951;3.26;0.44;10.1;6
7.2;0.23;0.32;8.5;0.058;47;186;0.9956;3.19;0.4;9.9;6
7.2;0.23;0.32;8.5;0.058;47;186;0.9956;3.19;0.4;9.9;6
8.1;0.28;0.4;6.9;0.05;30;97;0.9951;3.26;0.44;10.1;6
6.2;0.32;0.16;7;0.045;30;136;0.9949;3.18;0.47;9.6;6
7;0.27;0.36;20.7;0.045;45;170;1.001;3;0.45;8.8;6
6.3;0.3;0.34;1.6;0.049;14;132;0.994;3.3;0.49;9.5;6
8.1;0.22;0.43;1.5;0.044;28;129;0.9938;3.22;0.45;11;6
8.1;0.27;0.41;1.45;0.033;11;63;0.9908;2.99;0.56;12;5
8.6;0.23;0.4;4.2;0.035;17;109;0.9947;3.14;0.53;9.7;5
7.9;0.18;0.37;1.2;0.04;16;75;0.992;3.18;0.63;10.8;5
6.6;0.16;0.4;1.5;0.044;48;143;0.9912;3.54;0.52;12.4;7
8.3;0.42;0.62;19.25;0.04;41;172;1.0002;2.98;0.67;9.7;5
6.6;0.17;0.38;1.5;0.032;28;112;0.9914;3.25;0.55;11.4;7
6.3;0.48;0.04;1.1;0.046;30;99;0.9928;3.24;0.36;9.6;6
6.2;0.66;0.48;1.2;0.029;29;75;0.9892;3.33;0.39;12.8;8
7.4;0.34;0.42;1.1;0.033;17;171;0.9917;3.12;0.53;11.3;6
6.5;0.31;0.14;7.5;0.044;34;133;0.9955;3.22;0.5;9.5;5
6.2;0.66;0.48;1.2;0.029;29;75;0.9892;3.33;0.39;12.8;8
6.4;0.31;0.38;2.9;0.038;19;102;0.9912;3.17;0.35;11;7
6.8;0.26;0.42;1.7;0.049;41;122;0.993;3.47;0.48;10.5;8
7.6;0.67;0.14;1.5;0.074;25;168;0.9937;3.05;0.51;9.3;5
6.6;0.27;0.41;1.3;0.052;16;142;0.9951;3.42;0.47;10;6
7;0.25;0.32;9;0.046;56;245;0.9955;3.25;0.5;10.4;6
6.9;0.24;0.35;1;0.052;35;146;0.993;3.45;0.44;10;6
7;0.28;0.39;8.7;0.051;32;141;0.9961;3.38;0.53;10.5;6
7.4;0.27;0.48;1.1;0.047;17;132;0.9914;3.19;0.49;11.6;6
7.2;0.32;0.36;2;0.033;37;114;0.9906;3.1;0.71;12.3;7
8.5;0.24;0.39;10.4;0.044;20;142;0.9974;3.2;0.53;10;6
8.3;0.14;0.34;1.1;0.042;7;47;0.9934;3.47;0.4;10.2;6
7.4;0.25;0.36;2.05;0.05;31;100;0.992;3.19;0.44;10.8;6
6.2;0.12;0.34;1.5;0.045;43;117;0.9939;3.42;0.51;9;6
5.8;0.27;0.2;14.95;0.044;22;179;0.9962;3.37;0.37;10.2;5
7.3;0.28;0.43;1.7;0.08;21;123;0.9905;3.19;0.42;12.8;5
6.5;0.39;0.23;5.4;0.051;25;149;0.9934;3.24;0.35;10;5
7;0.33;0.32;1.2;0.053;38;138;0.9906;3.13;0.28;11.2;6
7.3;0.24;0.39;17.95;0.057;45;149;0.9999;3.21;0.36;8.6;5
7.3;0.24;0.39;17.95;0.057;45;149;0.9999;3.21;0.36;8.6;5
6.7;0.23;0.39;2.5;0.172;63;158;0.9937;3.11;0.36;9.4;6
6.7;0.24;0.39;2.9;0.173;63;157;0.9937;3.1;0.34;9.4;6
7;0.31;0.26;7.4;0.069;28;160;0.9954;3.13;0.46;9.8;6
6.6;0.24;0.27;1.4;0.057;33;152;0.9934;3.22;0.56;9.5;6
6.7;0.23;0.26;1.4;0.06;33;154;0.9934;3.24;0.56;9.5;6
7.4;0.18;0.31;1.4;0.058;38;167;0.9931;3.16;0.53;10;7
6.2;0.45;0.26;4.4;0.063;63;206;0.994;3.27;0.52;9.8;4
6.2;0.46;0.25;4.4;0.066;62;207;0.9939;3.25;0.52;9.8;5
7;0.31;0.26;7.4;0.069;28;160;0.9954;3.13;0.46;9.8;6
6.9;0.19;0.35;5;0.067;32;150;0.995;3.36;0.48;9.8;5
7.2;0.19;0.31;1.6;0.062;31;173;0.9917;3.35;0.44;11.7;6
6.6;0.25;0.29;1.1;0.068;39;124;0.9914;3.34;0.58;11;7
6.2;0.16;0.33;1.1;0.057;21;82;0.991;3.32;0.46;10.9;7
6.4;0.18;0.35;1;0.045;39;108;0.9911;3.31;0.35;10.9;6
6.8;0.2;0.59;0.9;0.147;38;132;0.993;3.05;0.38;9.1;6
6.9;0.25;0.35;1.3;0.039;29;191;0.9908;3.13;0.52;11;6
7.2;0.21;0.34;11.9;0.043;37;213;0.9962;3.09;0.5;9.6;6
6;0.19;0.26;12.4;0.048;50;147;0.9972;3.3;0.36;8.9;6
6.6;0.38;0.15;4.6;0.044;25;78;0.9931;3.11;0.38;10.2;6
7.4;0.2;0.36;1.2;0.038;44;111;0.9926;3.36;0.34;9.9;6
6.8;0.22;0.24;4.9;0.092;30;123;0.9951;3.03;0.46;8.6;6
6;0.19;0.26;12.4;0.048;50;147;0.9972;3.3;0.36;8.9;6
7;0.47;0.07;1.1;0.035;17;151;0.991;3.02;0.34;10.5;5
6.6;0.38;0.15;4.6;0.044;25;78;0.9931;3.11;0.38;10.2;6
7.2;0.24;0.27;1.4;0.038;31;122;0.9927;3.15;0.46;10.3;6
6.2;0.35;0.03;1.2;0.064;29;120;0.9934;3.22;0.54;9.1;5
6.4;0.26;0.24;6.4;0.04;27;124;0.9903;3.22;0.49;12.6;7
6.7;0.25;0.13;1.2;0.041;81;174;0.992;3.14;0.42;9.8;5
6.7;0.23;0.31;2.1;0.046;30;96;0.9926;3.33;0.64;10.7;8
7.4;0.24;0.29;10.1;0.05;21;105;0.9962;3.13;0.35;9.5;5
6.2;0.27;0.43;7.8;0.056;48;244;0.9956;3.1;0.51;9;6
6.8;0.3;0.23;4.6;0.061;50.5;238.5;0.9958;3.32;0.6;9.5;5
6;0.27;0.28;4.8;0.063;31;201;0.9964;3.69;0.71;10;5
8.6;0.23;0.46;1;0.054;9;72;0.9941;2.95;0.49;9.1;6
6.7;0.23;0.31;2.1;0.046;30;96;0.9926;3.33;0.64;10.7;8
7.4;0.24;0.29;10.1;0.05;21;105;0.9962;3.13;0.35;9.5;5
7.1;0.18;0.36;1.4;0.043;31;87;0.9898;3.26;0.37;12.7;7
7;0.32;0.34;1.3;0.042;20;69;0.9912;3.31;0.65;12;7
7.4;0.18;0.3;8.8;0.064;26;103;0.9961;2.94;0.56;9.3;5
6.7;0.54;0.28;5.4;0.06;21;105;0.9949;3.27;0.37;9;5
6.8;0.22;0.31;1.4;0.053;34;114;0.9929;3.39;0.77;10.6;6
7.1;0.2;0.34;16;0.05;51;166;0.9985;3.21;0.6;9.2;6
7.1;0.34;0.2;6.1;0.063;47;164;0.9946;3.17;0.42;10;5
7.3;0.22;0.3;8.2;0.047;42;207;0.9966;3.33;0.46;9.5;6
7.1;0.43;0.61;11.8;0.045;54;155;0.9974;3.11;0.45;8.7;5
7.1;0.44;0.62;11.8;0.044;52;152;0.9975;3.12;0.46;8.7;6
7.2;0.39;0.63;11;0.044;55;156;0.9974;3.09;0.44;8.7;6
6.8;0.25;0.31;13.3;0.05;69;202;0.9972;3.22;0.48;9.7;6
7.1;0.43;0.61;11.8;0.045;54;155;0.9974;3.11;0.45;8.7;5
7.1;0.44;0.62;11.8;0.044;52;152;0.9975;3.12;0.46;8.7;6
7.2;0.39;0.63;11;0.044;55;156;0.9974;3.09;0.44;8.7;6
6.1;0.27;0.43;7.5;0.049;65;243;0.9957;3.12;0.47;9;5
6.9;0.24;0.33;1.7;0.035;47;136;0.99;3.26;0.4;12.6;7
6.9;0.21;0.33;1.8;0.034;48;136;0.9899;3.25;0.41;12.6;7
7.5;0.17;0.32;1.7;0.04;51;148;0.9916;3.21;0.44;11.5;7
7.1;0.26;0.29;12.4;0.044;62;240;0.9969;3.04;0.42;9.2;6
6;0.34;0.66;15.9;0.046;26;164;0.9979;3.14;0.5;8.8;6
8.6;0.265;0.36;1.2;0.034;15;80;0.9913;2.95;0.36;11.4;7
9.8;0.36;0.46;10.5;0.038;4;83;0.9956;2.89;0.3;10.1;4
6;0.34;0.66;15.9;0.046;26;164;0.9979;3.14;0.5;8.8;6
7.4;0.25;0.37;13.5;0.06;52;192;0.9975;3;0.44;9.1;5
7.1;0.12;0.32;9.6;0.054;64;162;0.9962;3.4;0.41;9.4;5
6;0.21;0.24;12.1;0.05;55;164;0.997;3.34;0.39;9.4;5
7.5;0.305;0.4;18.9;0.059;44;170;1;2.99;0.46;9;5
7.4;0.25;0.37;13.5;0.06;52;192;0.9975;3;0.44;9.1;5
7.3;0.13;0.32;14.4;0.051;34;109;0.9974;3.2;0.35;9.2;6
7.1;0.12;0.32;9.6;0.054;64;162;0.9962;3.4;0.41;9.4;5
7.1;0.23;0.35;16.5;0.04;60;171;0.999;3.16;0.59;9.1;6
7.1;0.23;0.35;16.5;0.04;60;171;0.999;3.16;0.59;9.1;6
6.9;0.33;0.28;1.3;0.051;37;187;0.9927;3.27;0.6;10.3;5
6.5;0.17;0.54;8.5;0.082;64;163;0.9959;2.89;0.39;8.8;6
7.2;0.27;0.46;18.75;0.052;45;255;1;3.04;0.52;8.9;5
7.2;0.31;0.5;13.3;0.056;68;195;0.9982;3.01;0.47;9.2;5
6.7;0.41;0.34;9.2;0.049;29;150;0.9968;3.22;0.51;9.1;5
6.7;0.41;0.34;9.2;0.049;29;150;0.9968;3.22;0.51;9.1;5
5.5;0.485;0;1.5;0.065;8;103;0.994;3.63;0.4;9.7;4
6;0.31;0.24;3.3;0.041;25;143;0.9914;3.31;0.44;11.3;6

7.3;0.19;0.27;13.9;0.057;45;155;0.99807;2.94;0.41;8.8;8
6.8;0.24;0.29;2;0.044;15;96;0.99232;3.23;0.64;10.4;8
7.3;0.19;0.27;13.9;0.057;45;155;0.99807;2.94;0.41;8.8;8
7.4;0.27;0.52;15.7;0.054;36;139;0.99788;3.04;0.62;10.0333333333333;6
5.7;0.28;0.35;1.2;0.052;39;141;0.99108;3.44;0.69;11.3;6
5.8;0.22;0.25;1.5;0.024;21;109;0.99234;3.37;0.58;10.4;6
6.7;0.27;0.69;1.2;0.176;36;106;0.99288;2.96;0.43;9.2;6
7.1;0.2;0.35;3.2;0.034;21;107;0.99195;3.11;0.54;11.1;6
6.7;0.27;0.69;1.2;0.176;36;106;0.99288;2.96;0.43;9.2;6
7.1;0.23;0.3;2.6;0.034;62;148;0.99121;3.03;0.56;11.3;7
7.6;0.31;0.52;13.2;0.042;61;148;0.99839;2.98;0.47;9.1;6
7.2;0.34;0.28;10.4;0.108;43;187;0.99738;2.96;0.57;9.4;5
7;0.36;0.25;5.7;0.015;14;73;0.98963;2.82;0.59;13.2;6
6.4;0.31;0.28;2.5;0.039;34;137;0.98946;3.22;0.38;12.7;6
7.3;0.28;0.35;1.6;0.054;31;148;0.99178;3.18;0.47;10.7;5
7.4;0.16;0.3;1.4;0.064;34;166;0.99136;3.11;0.42;11.4333333333333;6
6.4;0.31;0.27;7.4;0.049;48;169;0.99323;3.27;0.45;11.1;6
6.4;0.31;0.28;2.5;0.039;34;137;0.98946;3.22;0.38;12.7;6
6.2;0.29;0.29;5.6;0.046;35;178;0.99313;3.25;0.51;10.5333333333333;5
5.9;0.28;0.34;3.6;0.04;50;194;0.9912;3.31;0.52;11.6;6
6.5;0.23;0.2;7.5;0.05;44;179;0.99504;3.18;0.48;9.53333333333333;5
7.2;0.34;0.2;5.8;0.062;52;203;0.99461;3.17;0.44;9.8;6
7.3;0.28;0.35;1.6;0.054;31;148;0.99178;3.18;0.47;10.7;5
6.5;0.2;0.33;1.5;0.039;36;110;0.99008;3.22;0.65;12;6
6.2;0.24;0.27;2.9;0.039;30;123;0.98959;3.12;0.37;12.8;6
7.1;0.31;0.25;11.2;0.048;32;136;0.99663;3.14;0.4;9.5;5
6.4;0.29;0.21;9.65;0.041;36;119;0.99334;2.99;0.34;10.9333333333333;6
6.3;0.19;0.33;10.1;0.063;63;133;0.99561;2.86;0.41;9.1;5
5.9;0.29;0.28;3.2;0.035;16;117;0.98959;3.26;0.42;12.6;6
7.1;0.31;0.25;11.2;0.048;32;136;0.99663;3.14;0.4;9.5;5
6.5;0.3;0.28;11.45;0.041;29;109;0.99418;2.98;0.3;10.9;6
6.4;0.29;0.21;9.65;0.041;36;119;0.99334;2.99;0.34;10.9333333333333;6
6.5;0.22;0.19;4.5;0.096;16;115;0.9937;3.02;0.44;9.6;5
7;0.23;0.28;2.7;0.053;16;92;0.99372;3.18;0.56;9.3;5
7.1;0.23;0.23;3.5;0.038;23;112;0.99157;3.05;0.37;11.3666666666667;6
6.1;0.26;0.28;1.7;0.043;24;98;0.98918;3.14;0.44;12.5;6
6.4;0.35;0.21;2.1;0.051;46;171;0.9932;3.16;0.5;9.5;5
6;0.32;0.32;4.8;0.041;40;186;0.99235;3.22;0.54;11;6
6.1;0.34;0.21;5;0.042;17;133;0.99373;3.02;0.53;9.4;5
6.5;0.13;0.27;2.6;0.035;32;76;0.9914;3.21;0.76;11.3333333333333;6
6.5;0.315;0.2;6.6;0.041;9;126;0.99494;2.94;0.51;8.8;5
6.1;0.34;0.21;5;0.042;17;133;0.99373;3.02;0.53;9.4;5
5.7;0.31;0.29;7.3;0.05;33;143;0.99332;3.31;0.5;11.0666666666667;6
6.4;0.3;0.27;5;0.058;27;151;0.99198;3.22;0.49;12.2;6
7;0.24;0.26;1.7;0.041;31;110;0.99142;3.2;0.53;11;6
6.5;0.13;0.27;2.6;0.035;32;76;0.9914;3.21;0.76;11.3333333333333;6
6.4;0.26;0.21;8.2;0.05;51;182;0.99542;3.23;0.48;9.5;5
6.4;0.26;0.21;8.2;0.05;51;182;0.99542;3.23;0.48;9.5;5
6;0.27;0.31;5;0.043;54;170;0.9924;3.28;0.52;11;6
7.1;0.21;0.33;1.2;0.039;34;97;0.99112;3.11;0.75;11.2;6
6.7;0.26;0.29;7.1;0.036;28;100;0.99534;3.08;0.36;9.3;6
6.3;0.28;0.22;9.5;0.04;30;111;0.99338;3.05;0.31;10.8;4
6.2;0.25;0.44;15.8;0.057;39;167;0.99804;3.14;0.51;9.2;5
7.3;0.22;0.37;15.5;0.048;70;203;0.99899;3.25;0.77;9.4;5
6.2;0.25;0.44;15.8;0.057;39;167;0.99804;3.14;0.51;9.2;5
6.4;0.18;0.28;17.05;0.047;53;139;0.99724;3.25;0.35;10.5;6
6.3;0.2;0.26;12.7;0.046;60;143;0.99526;3.26;0.35;10.8;6
6.6;0.24;0.22;12.3;0.051;35;146;0.99676;3.1;0.67;9.4;5
7.4;0.27;0.26;11.8;0.053;55;173;0.99699;3.11;0.6;9.8;5
7.4;0.27;0.26;11.8;0.053;55;173;0.99699;3.11;0.6;9.8;5
7.4;0.27;0.26;11.8;0.053;55;173;0.99699;3.11;0.6;9.8;5
6.6;0.24;0.22;12.3;0.051;35;146;0.99676;3.1;0.67;9.4;5
7.4;0.27;0.26;11.8;0.053;55;173;0.99699;3.11;0.6;9.8;5
7.1;0.38;0.29;13.6;0.041;30;137;0.99461;3.02;0.96;12.1;6
6.8;0.43;0.26;5.2;0.043;40;176;0.99116;3.17;0.41;12.3;6
5.2;0.22;0.46;6.2;0.066;41;187;0.99362;3.19;0.42;9.73333333333333;5
5.9;0.29;0.16;7.9;0.044;48;197;0.99512;3.21;0.36;9.4;5
5.9;0.29;0.16;7.9;0.044;48;197;0.99512;3.21;0.36;9.4;5
6.3;0.29;0.29;3.3;0.037;32;140;0.9895;3.17;0.36;12.8;7
6.3;0.19;0.32;2.8;0.046;18;80;0.99043;2.92;0.47;11.05;6
5.7;0.29;0.16;7.9;0.044;48;197;0.99512;3.21;0.36;9.4;5
6.3;0.29;0.29;3.3;0.037;32;140;0.9895;3.17;0.36;12.8;7
5.7;0.24;0.47;6.3;0.069;35;182;0.99391;3.11;0.46;9.73333333333333;5
5.8;0.3;0.38;4.9;0.039;22;86;0.98963;3.23;0.58;13.1;7
7.1;0.27;0.27;10.4;0.041;26;114;0.99335;3.04;0.52;11.5;7
5.8;0.3;0.38;4.9;0.039;22;86;0.98963;3.23;0.58;13.1;7
7.1;0.27;0.27;10.4;0.041;26;114;0.99335;3.04;0.52;11.5;7
6.3;0.305;0.22;16;0.061;26;141;0.99824;3.08;0.5;9.1;5
5.7;0.24;0.47;6.3;0.069;35;182;0.99391;3.11;0.46;9.75;5
6.2;0.22;0.28;2.2;0.04;24;125;0.9917;3.19;0.48;10.5;6
6.6;0.22;0.23;17.3;0.047;37;118;0.99906;3.08;0.46;8.8;6
6.6;0.22;0.23;17.3;0.047;37;118;0.99906;3.08;0.46;8.8;6
6.6;0.22;0.23;17.3;0.047;37;118;0.99906;3.08;0.46;8.8;6
6.6;0.22;0.23;17.3;0.047;37;118;0.99906;3.08;0.46;8.8;6
6.2;0.22;0.28;2.2;0.04;24;125;0.9917;3.19;0.48;10.5;6
6.2;0.22;0.28;2.2;0.04;24;125;0.9917;3.19;0.48;10.5;6
6.6;0.22;0.23;17.3;0.047;37;118;0.99906;3.08;0.46;8.8;6
6.1;0.22;0.5;6.6;0.045;30;122;0.99415;3.22;0.49;9.9;6
6.2;0.21;0.52;6.5;0.047;28;123;0.99418;3.22;0.49;9.9;6
6.3;0.32;0.26;12.3;0.044;24;205;0.99611;3.11;0.58;9.9;5
6.9;0.44;0.27;5;0.038;33;166;0.99124;3.2;0.42;12.2;6
6.1;0.31;0.34;2.8;0.042;59.5;162;0.99179;3.27;0.47;10.8;6
8.1;0.36;0.59;13.6;0.051;60;134;0.99886;2.96;0.39;8.7;5
6.6;0.38;0.28;2.8;0.043;17;67;0.98924;3.21;0.47;13.2;6
6.7;0.24;0.26;5.4;0.03;15;94;0.99045;3.15;0.38;12.7;6
6.9;0.56;0.26;10.9;0.06;55;193;0.9969;3.21;0.44;9.4;5
7.2;0.24;0.24;1.7;0.045;18;161;0.99196;3.25;0.53;11.2;6
6.5;0.29;0.3;9.15;0.051;25;166;0.99339;3.24;0.56;11.3333333333333;6
6.7;0.28;0.28;4.5;0.051;14;92;0.99224;3.36;0.58;11.9;6
6.5;0.29;0.3;9.15;0.051;25;166;0.99339;3.24;0.56;11.35;6
6.1;0.21;0.19;1.4;0.046;51;131;0.99184;3.22;0.39;10.5;5
7.2;0.47;0.16;5.9;0.048;14;125;0.99428;3.09;0.49;9.8;5
6.7;0.34;0.31;16.4;0.051;20;146;0.99834;3.06;0.54;9.1;5
6.6;0.27;0.25;1.2;0.033;36;111;0.98918;3.16;0.37;12.4;6
6.7;0.34;0.31;16.4;0.051;20;146;0.99834;3.06;0.54;9.1;5
7.2;0.47;0.16;5.9;0.048;14;125;0.99428;3.09;0.49;9.8;5
5;0.35;0.25;7.8;0.031;24;116;0.99241;3.39;0.4;11.3;6
5;0.35;0.25;7.8;0.031;24;116;0.99241;3.39;0.4;11.3;6
4.4;0.46;0.1;2.8;0.024;31;111;0.98816;3.48;0.34;13.1;6
6.6;0.38;0.29;2.9;0.035;15;101;0.98916;3.04;0.37;12.5;6
7.3;0.3;0.25;2.5;0.045;32;122;0.99329;3.18;0.54;10.3;5
6.4;0.28;0.22;12.8;0.039;51;150;0.99535;3.23;0.43;10.7;6
